atc_code,atc_name,code_length,parent_code,level,length_validation,atc_level1,atc_level2,atc_level3,atc_level4
D11AX24,deoxycholic acid,7,D11AX,5,TRUE,D,D11,D11A,D11AX
D11AX25,hydrogen peroxide,7,D11AX,5,TRUE,D,D11,D11A,D11AX
D11AX26,caffeine,7,D11AX,5,TRUE,D,D11,D11A,D11AX
D11AX27,oxymetazoline,7,D11AX,5,TRUE,D,D11,D11A,D11AX
D11AX52,"gamolenic acid, combinations",7,D11AX,5,TRUE,D,D11,D11A,D11AX
D11AX57,"collagen, combinations",7,D11AX,5,TRUE,D,D11,D11A,D11AX
D07AA01,methylprednisolone,7,D07AA,5,TRUE,D,D07,D07A,D07AA
D07AA02,hydrocortisone,7,D07AA,5,TRUE,D,D07,D07A,D07AA
D07AA03,prednisolone,7,D07AA,5,TRUE,D,D07,D07A,D07AA
D07AB01,clobetasone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB02,hydrocortisone butyrate,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB03,flumetasone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB04,fluocortin,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB05,fluperolone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB06,fluorometholone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB07,fluprednidene,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB08,desonide,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB09,triamcinolone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB10,alclometasone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB11,hydrocortisone buteprate,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB19,dexamethasone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB21,clocortolone,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AB30,combinations of corticosteroids,7,D07AB,5,TRUE,D,D07,D07A,D07AB
D07AC01,betamethasone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC02,fluclorolone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC03,desoximetasone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC04,fluocinolone acetonide,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC05,fluocortolone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC06,diflucortolone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC07,fludroxycortide,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC08,fluocinonide,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC09,budesonide,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC10,diflorasone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC11,amcinonide,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC12,halometasone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC13,mometasone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC14,methylprednisolone aceponate,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC15,beclometasone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC16,hydrocortisone aceponate,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC17,fluticasone,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC18,prednicarbate,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC19,difluprednate,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AC21,ulobetasol,7,D07AC,5,TRUE,D,D07,D07A,D07AC
D07AD01,clobetasol,7,D07AD,5,TRUE,D,D07,D07A,D07AD
D07AD02,halcinonide,7,D07AD,5,TRUE,D,D07,D07A,D07AD
D07BA01,prednisolone and antiseptics,7,D07BA,5,TRUE,D,D07,D07B,D07BA
D07BA04,hydrocortisone and antiseptics,7,D07BA,5,TRUE,D,D07,D07B,D07BA
D07BB01,flumetasone and antiseptics,7,D07BB,5,TRUE,D,D07,D07B,D07BB
D07BB02,desonide and antiseptics,7,D07BB,5,TRUE,D,D07,D07B,D07BB
D07BB03,triamcinolone and antiseptics,7,D07BB,5,TRUE,D,D07,D07B,D07BB
D07BB04,hydrocortisone butyrate and antiseptics,7,D07BB,5,TRUE,D,D07,D07B,D07BB
D07BC01,betamethasone and antiseptics,7,D07BC,5,TRUE,D,D07,D07B,D07BC
D07BC02,fluocinolone acetonide and antiseptics,7,D07BC,5,TRUE,D,D07,D07B,D07BC
D07BC03,fluocortolone and antiseptics,7,D07BC,5,TRUE,D,D07,D07B,D07BC
D07BC04,diflucortolone and antiseptics,7,D07BC,5,TRUE,D,D07,D07B,D07BC
D07CA01,hydrocortisone and antibiotics,7,D07CA,5,TRUE,D,D07,D07C,D07CA
D07CA02,methylprednisolone and antibiotics,7,D07CA,5,TRUE,D,D07,D07C,D07CA
D07CA03,prednisolone and antibiotics,7,D07CA,5,TRUE,D,D07,D07C,D07CA
D07CB01,triamcinolone and antibiotics,7,D07CB,5,TRUE,D,D07,D07C,D07CB
D07CB02,fluprednidene and antibiotics,7,D07CB,5,TRUE,D,D07,D07C,D07CB
D07CB03,fluorometholone and antibiotics,7,D07CB,5,TRUE,D,D07,D07C,D07CB
D07CB04,dexamethasone and antibiotics,7,D07CB,5,TRUE,D,D07,D07C,D07CB
D07CB05,flumetasone and antibiotics,7,D07CB,5,TRUE,D,D07,D07C,D07CB
D07CC01,betamethasone and antibiotics,7,D07CC,5,TRUE,D,D07,D07C,D07CC
D07CC02,fluocinolone acetonide and antibiotics,7,D07CC,5,TRUE,D,D07,D07C,D07CC
D07CC03,fludroxycortide and antibiotics,7,D07CC,5,TRUE,D,D07,D07C,D07CC
D07CC04,beclometasone and antibiotics,7,D07CC,5,TRUE,D,D07,D07C,D07CC
D07CC05,fluocinonide and antibiotics,7,D07CC,5,TRUE,D,D07,D07C,D07CC
D07CC06,fluocortolone and antibiotics,7,D07CC,5,TRUE,D,D07,D07C,D07CC
D07CD01,clobetasol and antibiotics,7,D07CD,5,TRUE,D,D07,D07C,D07CD
D07XA01,hydrocortisone,7,D07XA,5,TRUE,D,D07,D07X,D07XA
D07XA02,prednisolone,7,D07XA,5,TRUE,D,D07,D07X,D07XA
D07XB01,flumetasone,7,D07XB,5,TRUE,D,D07,D07X,D07XB
D07XB02,triamcinolone,7,D07XB,5,TRUE,D,D07,D07X,D07XB
D07XB03,fluprednidene,7,D07XB,5,TRUE,D,D07,D07X,D07XB
D07XB04,fluorometholone,7,D07XB,5,TRUE,D,D07,D07X,D07XB
D07XB05,dexamethasone,7,D07XB,5,TRUE,D,D07,D07X,D07XB
D07XB30,combinations of corticosteroids,7,D07XB,5,TRUE,D,D07,D07X,D07XB
D07XC01,betamethasone,7,D07XC,5,TRUE,D,D07,D07X,D07XC
D07XC02,desoximetasone,7,D07XC,5,TRUE,D,D07,D07X,D07XC
D07XC03,mometasone,7,D07XC,5,TRUE,D,D07,D07X,D07XC
D07XC04,diflucortolone,7,D07XC,5,TRUE,D,D07,D07X,D07XC
D07XC05,fluocortolone,7,D07XC,5,TRUE,D,D07,D07X,D07XC
V09AA01,technetium (99mTc) exametazime,7,V09AA,5,TRUE,V,V09,V09A,V09AA
V09AA02,technetium (99mTc) bicisate,7,V09AA,5,TRUE,V,V09,V09A,V09AA
V09AB01,iodine iofetamine (123I),7,V09AB,5,TRUE,V,V09,V09A,V09AB
V09AB02,iodine iolopride (123I),7,V09AB,5,TRUE,V,V09,V09A,V09AB
V09AB03,iodine ioflupane (123I),7,V09AB,5,TRUE,V,V09,V09A,V09AB
V09AX01,indium (111In) pentetic acid,7,V09AX,5,TRUE,V,V09,V09A,V09AX
V09AX03,iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,7,V09AX,5,TRUE,V,V09,V09A,V09AX
V09AX04,flutemetamol (18F),7,V09AX,5,TRUE,V,V09,V09A,V09AX
V09AX05,florbetapir (18F),7,V09AX,5,TRUE,V,V09,V09A,V09AX
V09AX06,florbetaben (18F),7,V09AX,5,TRUE,V,V09,V09A,V09AX
V09AX07,flortaucipir (18F),7,V09AX,5,TRUE,V,V09,V09A,V09AX
V09BA01,technetium (99mTc) oxidronic acid,7,V09BA,5,TRUE,V,V09,V09B,V09BA
V09BA02,technetium (99mTc) medronic acid,7,V09BA,5,TRUE,V,V09,V09B,V09BA
V09BA03,technetium (99mTc) pyrophosphate,7,V09BA,5,TRUE,V,V09,V09B,V09BA
V09BA04,technetium (99mTc) butedronic acid,7,V09BA,5,TRUE,V,V09,V09B,V09BA
V09CA01,technetium (99mTc) pentetic acid,7,V09CA,5,TRUE,V,V09,V09C,V09CA
V09CA02,technetium (99mTc) succimer,7,V09CA,5,TRUE,V,V09,V09C,V09CA
V09CA03,technetium (99mTc) mertiatide,7,V09CA,5,TRUE,V,V09,V09C,V09CA
V09CA04,technetium (99mTc) gluceptate,7,V09CA,5,TRUE,V,V09,V09C,V09CA
V09CA05,technetium (99mTc) gluconate,7,V09CA,5,TRUE,V,V09,V09C,V09CA
V09CA06,technetium (99mTc) ethylenedicysteine,7,V09CA,5,TRUE,V,V09,V09C,V09CA
V09CX01,sodium iodohippurate (123I),7,V09CX,5,TRUE,V,V09,V09C,V09CX
V09CX02,sodium iodohippurate (131I),7,V09CX,5,TRUE,V,V09,V09C,V09CX
V09CX03,sodium iothalamate (125I),7,V09CX,5,TRUE,V,V09,V09C,V09CX
V09CX04,chromium (51Cr) edetate,7,V09CX,5,TRUE,V,V09,V09C,V09CX
V09DA01,technetium (99mTc) disofenin,7,V09DA,5,TRUE,V,V09,V09D,V09DA
V09DA02,technetium (99mTc) etifenin,7,V09DA,5,TRUE,V,V09,V09D,V09DA
V09DA03,technetium (99mTc) lidofenin,7,V09DA,5,TRUE,V,V09,V09D,V09DA
V09DA04,technetium (99mTc) mebrofenin,7,V09DA,5,TRUE,V,V09,V09D,V09DA
V09DA05,technetium (99mTc) galtifenin,7,V09DA,5,TRUE,V,V09,V09D,V09DA
V09DB01,technetium (99mTc) nanocolloid,7,V09DB,5,TRUE,V,V09,V09D,V09DB
V09DB02,technetium (99mTc) microcolloid,7,V09DB,5,TRUE,V,V09,V09D,V09DB
V09DB03,technetium (99mTc) millimicrospheres,7,V09DB,5,TRUE,V,V09,V09D,V09DB
V09DB04,technetium (99mTc) tin colloid,7,V09DB,5,TRUE,V,V09,V09D,V09DB
V09DB05,technetium (99mTc) sulfur colloid,7,V09DB,5,TRUE,V,V09,V09D,V09DB
V09DB06,technetium (99mTc) rheniumsulfide colloid,7,V09DB,5,TRUE,V,V09,V09D,V09DB
V09DB07,technetium (99mTc) phytate,7,V09DB,5,TRUE,V,V09,V09D,V09DB
V09DX01,selenium (75Se) tauroselcholic acid,7,V09DX,5,TRUE,V,V09,V09D,V09DX
V09EA01,technetium (99mTc) pentetic acid,7,V09EA,5,TRUE,V,V09,V09E,V09EA
V09EA02,technetium (99mTc) technegas,7,V09EA,5,TRUE,V,V09,V09E,V09EA
V09EA03,technetium (99mTc) nanocolloid,7,V09EA,5,TRUE,V,V09,V09E,V09EA
V09EB01,technetium (99mTc) macrosalb,7,V09EB,5,TRUE,V,V09,V09E,V09EB
V09EB02,technetium (99mTc) microspheres,7,V09EB,5,TRUE,V,V09,V09E,V09EB
V09EX01,krypton (81mKr) gas,7,V09EX,5,TRUE,V,V09,V09E,V09EX
V09EX02,xenon (127Xe) gas,7,V09EX,5,TRUE,V,V09,V09E,V09EX
V09EX03,xenon (133Xe) gas,7,V09EX,5,TRUE,V,V09,V09E,V09EX
V09FX01,technetium (99mTc) pertechnetate,7,V09FX,5,TRUE,V,V09,V09F,V09FX
V09FX02,sodium iodide (123I),7,V09FX,5,TRUE,V,V09,V09F,V09FX
V09FX03,sodium iodide (131I),7,V09FX,5,TRUE,V,V09,V09F,V09FX
V09FX04,sodium iodide (124I),7,V09FX,5,TRUE,V,V09,V09F,V09FX
V09GA01,technetium (99mTc) sestamibi,7,V09GA,5,TRUE,V,V09,V09G,V09GA
V09GA02,technetium (99mTc) tetrofosmin,7,V09GA,5,TRUE,V,V09,V09G,V09GA
V09GA03,technetium (99mTc) teboroxime,7,V09GA,5,TRUE,V,V09,V09G,V09GA
V09GA04,technetium (99mTc) human albumin,7,V09GA,5,TRUE,V,V09,V09G,V09GA
V09GA05,technetium (99mTc) furifosmin,7,V09GA,5,TRUE,V,V09,V09G,V09GA
V09GA06,technetium (99mTc) stannous agent labelled cells,7,V09GA,5,TRUE,V,V09,V09G,V09GA
V09GA07,technetium (99mTc) apcitide,7,V09GA,5,TRUE,V,V09,V09G,V09GA
V09GB01,fibrinogen (125I),7,V09GB,5,TRUE,V,V09,V09G,V09GB
V09GB02,iodine (125I) human albumin,7,V09GB,5,TRUE,V,V09,V09G,V09GB
V09GX01,thallium (201Tl) chloride,7,V09GX,5,TRUE,V,V09,V09G,V09GX
V09GX02,indium (111In) imciromab,7,V09GX,5,TRUE,V,V09,V09G,V09GX
V09GX03,chromium (51Cr) chromate labelled cells,7,V09GX,5,TRUE,V,V09,V09G,V09GX
V09GX04,rubidium (82Rb) chloride,7,V09GX,5,TRUE,V,V09,V09G,V09GX
V09GX05,ammonia (13N),7,V09GX,5,TRUE,V,V09,V09G,V09GX
V09HA01,technetium (99mTc) human immunoglobulin,7,V09HA,5,TRUE,V,V09,V09H,V09HA
V09HA02,technetium (99mTc) exametazime labelled cells,7,V09HA,5,TRUE,V,V09,V09H,V09HA
V09HA03,technetium (99mTc) antigranulocyte antibody,7,V09HA,5,TRUE,V,V09,V09H,V09HA
V09HA04,technetium (99mTc) sulesomab,7,V09HA,5,TRUE,V,V09,V09H,V09HA
V09HB01,indium (111In) oxinate labelled cells,7,V09HB,5,TRUE,V,V09,V09H,V09HB
V09HB02,indium (111In) tropolonate labelled cells,7,V09HB,5,TRUE,V,V09,V09H,V09HB
V09HX01,gallium (67Ga) citrate,7,V09HX,5,TRUE,V,V09,V09H,V09HX
V09IA01,technetium (99mTc) antiCarcinoEmbryonicAntigen antibody,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA02,technetium (99mTc) antimelanoma antibody,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA03,technetium (99mTc) pentavalent succimer,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA04,technetium (99mTc) votumumab,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA05,technetium (99mTc) depreotide,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA06,technetium (99mTc) arcitumomab,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA07,technetium (99mTc) hynic-octreotide,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA08,technetium (99mTc) etarfolatide,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA09,technetium (99mTc) tilmanocept,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IA10,technetium (99mTc)trofolastat chloride,7,V09IA,5,TRUE,V,V09,V09I,V09IA
V09IB01,indium (111In) pentetreotide,7,V09IB,5,TRUE,V,V09,V09I,V09IB
V09IB02,indium (111In) satumomab pendetide,7,V09IB,5,TRUE,V,V09,V09I,V09IB
V09IB03,indium (111In) antiovariumcarcinoma antibody,7,V09IB,5,TRUE,V,V09,V09I,V09IB
V09IB04,indium (111In) capromab pendetide,7,V09IB,5,TRUE,V,V09,V09I,V09IB
V09IX01,iobenguane (123I),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX02,iobenguane (131I),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX03,iodine (125I) CC49-monoclonal antibody,7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX04,fludeoxyglucose (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX05,fluorodopa (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX06,sodium fluoride (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX07,fluorocholine (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX08,fluoroethylcholine (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX09,gallium (68Ga) edotreotide,7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX10,fluoroethyl-L-tyrosine (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX11,fluoroestradiol (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX12,fluciclovine (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX13,methionine (11C),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX14,gallium (68Ga) gozetotide,7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX15,copper (64Cu) dotatate,7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX16,piflufolastat (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09IX17,PSMA-1007 (18F),7,V09IX,5,TRUE,V,V09,V09I,V09IX
V09XA01,iodine (131I) norcholesterol,7,V09XA,5,TRUE,V,V09,V09X,V09XA
V09XA02,iodocholesterol (131I),7,V09XA,5,TRUE,V,V09,V09X,V09XA
V09XA03,iodine (131I) human albumin,7,V09XA,5,TRUE,V,V09,V09X,V09XA
V09XX01,cobalt (57Co) cyanocobalamine,7,V09XX,5,TRUE,V,V09,V09X,V09XX
V09XX02,cobalt (58Co) cyanocobalamine,7,V09XX,5,TRUE,V,V09,V09X,V09XX
V09XX03,selenium (75Se) norcholesterol,7,V09XX,5,TRUE,V,V09,V09X,V09XX
V09XX04,ferric (59Fe) citrate,7,V09XX,5,TRUE,V,V09,V09X,V09XX
V01AA01,feather,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA02,grass pollen,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA03,house dust mites,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA04,mould fungus and yeast fungus,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA05,tree pollen,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA07,insects,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA08,food,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA09,textiles,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA10,flowers,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA11,animals,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V01AA20,various,7,V01AA,5,TRUE,V,V01,V01A,V01AA
V04CA01,tolbutamide,7,V04CA,5,TRUE,V,V04,V04C,V04CA
V04CA02,glucose,7,V04CA,5,TRUE,V,V04,V04C,V04CA
V04CB01,vitamin A concentrates,7,V04CB,5,TRUE,V,V04,V04C,V04CB
V04CC01,sorbitol,7,V04CC,5,TRUE,V,V04,V04C,V04CC
V04CC02,magnesium sulfate,7,V04CC,5,TRUE,V,V04,V04C,V04CC
V04CC03,sincalide,7,V04CC,5,TRUE,V,V04,V04C,V04CC
V04CC04,ceruletide,7,V04CC,5,TRUE,V,V04,V04C,V04CC
V04CD01,metyrapone,7,V04CD,5,TRUE,V,V04,V04C,V04CD
V04CD03,sermorelin,7,V04CD,5,TRUE,V,V04,V04C,V04CD
V04CD04,corticorelin,7,V04CD,5,TRUE,V,V04,V04C,V04CD
V04CD05,somatorelin,7,V04CD,5,TRUE,V,V04,V04C,V04CD
V04CD06,macimorelin,7,V04CD,5,TRUE,V,V04,V04C,V04CD
V04CE01,galactose,7,V04CE,5,TRUE,V,V04,V04C,V04CE
V04CE02,sulfobromophthalein,7,V04CE,5,TRUE,V,V04,V04C,V04CE
V04CE03,methacetin (13C),7,V04CE,5,TRUE,V,V04,V04C,V04CE
V04CF01,tuberculin,7,V04CF,5,TRUE,V,V04,V04C,V04CF
V04CG01,cation exchange resins,7,V04CG,5,TRUE,V,V04,V04C,V04CG
V04CG02,betazole,7,V04CG,5,TRUE,V,V04,V04C,V04CG
V04CG03,histamine phosphate,7,V04CG,5,TRUE,V,V04,V04C,V04CG
V04CG04,pentagastrin,7,V04CG,5,TRUE,V,V04,V04C,V04CG
V04CG05,methylthioninium chloride,7,V04CG,5,TRUE,V,V04,V04C,V04CG
V04CG30,caffeine and sodium benzoate,7,V04CG,5,TRUE,V,V04,V04C,V04CG
V04CH01,inulin and other polyfructosans,7,V04CH,5,TRUE,V,V04,V04C,V04CH
V04CH02,indigo carmine,7,V04CH,5,TRUE,V,V04,V04C,V04CH
V04CH03,phenolsulfonphthalein,7,V04CH,5,TRUE,V,V04,V04C,V04CH
V04CH04,alsactide,7,V04CH,5,TRUE,V,V04,V04C,V04CH
V04CH30,aminohippuric acid,7,V04CH,5,TRUE,V,V04,V04C,V04CH
V04CJ01,Thyrotropin,7,V04CJ,5,TRUE,V,V04,V04C,V04CJ
V04CJ02,protirelin,7,V04CJ,5,TRUE,V,V04,V04C,V04CJ
V04CK01,secretin,7,V04CK,5,TRUE,V,V04,V04C,V04CK
V04CK02,pancreozymin (cholecystokinin),7,V04CK,5,TRUE,V,V04,V04C,V04CK
V04CK03,bentiromide,7,V04CK,5,TRUE,V,V04,V04C,V04CK
V04CM01,gonadorelin,7,V04CM,5,TRUE,V,V04,V04C,V04CM
V04CX01,indocyanine green,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX02,folic acid,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX03,methacholine,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX04,mannitol,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX05,13C-urea,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX06,hexaminolevulinate,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX07,edrophonium,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX08,carbon monoxide,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX09,patent blue,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX10,pafolacianine,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V04CX11,lithium chloride,7,V04CX,5,TRUE,V,V04,V04C,V04CX
V06DC01,glucose,7,V06DC,5,TRUE,V,V06,V06D,V06DC
V06DC02,fructose,7,V06DC,5,TRUE,V,V06,V06D,V06DC
V08AA01,diatrizoic acid,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA02,metrizoic acid,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA03,iodamide,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA04,iotalamic acid,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA05,ioxitalamic acid,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA06,ioglicic acid,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA07,acetrizoic acid,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA08,iocarmic acid,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA09,methiodal,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AA10,diodone,7,V08AA,5,TRUE,V,V08,V08A,V08AA
V08AB01,metrizamide,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB02,iohexol,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB03,ioxaglic acid,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB04,iopamidol,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB05,iopromide,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB06,iotrolan,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB07,ioversol,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB08,iopentol,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB09,iodixanol,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB10,iomeprol,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB11,iobitridol,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AB12,ioxilan,7,V08AB,5,TRUE,V,V08,V08A,V08AB
V08AC01,iodoxamic acid,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC02,iotroxic acid,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC03,ioglycamic acid,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC04,adipiodone,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC05,iobenzamic acid,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC06,iopanoic acid,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC07,iocetamic acid,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC08,sodium iopodate,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC09,tyropanoic acid,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AC10,calcium iopodate,7,V08AC,5,TRUE,V,V08,V08A,V08AC
V08AD01,ethyl esters of iodised fatty acids,7,V08AD,5,TRUE,V,V08,V08A,V08AD
V08AD02,iopydol,7,V08AD,5,TRUE,V,V08,V08A,V08AD
V08AD03,propyliodone,7,V08AD,5,TRUE,V,V08,V08A,V08AD
V08AD04,iofendylate,7,V08AD,5,TRUE,V,V08,V08A,V08AD
V08BA01,barium sulfate with suspending agents,7,V08BA,5,TRUE,V,V08,V08B,V08BA
V08BA02,barium sulfate without suspending agents,7,V08BA,5,TRUE,V,V08,V08B,V08BA
V08CA01,gadopentetic acid,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA02,gadoteric acid,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA03,gadodiamide,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA04,gadoteridol,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA05,mangafodipir,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA06,gadoversetamide,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA07,ferric ammonium citrate,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA08,gadobenic acid,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA09,gadobutrol,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA10,gadoxetic acid,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA11,gadofosveset,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CA12,gadopiclenol,7,V08CA,5,TRUE,V,V08,V08C,V08CA
V08CB01,ferumoxsil,7,V08CB,5,TRUE,V,V08,V08C,V08CB
V08CB02,ferristene,7,V08CB,5,TRUE,V,V08,V08C,V08CB
V08CB03,"iron oxide, nanoparticles",7,V08CB,5,TRUE,V,V08,V08C,V08CB
V08CX01,perflubron,7,V08CX,5,TRUE,V,V08,V08C,V08CX
V08DA01,"perflutren, human albumin microspheres",7,V08DA,5,TRUE,V,V08,V08D,V08DA
V08DA02,microparticles of galactose,7,V08DA,5,TRUE,V,V08,V08D,V08DA
V08DA03,perflenapent,7,V08DA,5,TRUE,V,V08,V08D,V08DA
V08DA04,"perflutren, phospholipid microspheres",7,V08DA,5,TRUE,V,V08,V08D,V08DA
V08DA05,"sulfur hexafluoride, phospholipid microspheres",7,V08DA,5,TRUE,V,V08,V08D,V08DA
V08DA06,"perflubutane, phospholipid microspheres",7,V08DA,5,TRUE,V,V08,V08D,V08DA
V10AA01,yttrium (90Y) citrate colloid,7,V10AA,5,TRUE,V,V10,V10A,V10AA
V10AA02,yttrium (90Y) ferrihydroxide colloid,7,V10AA,5,TRUE,V,V10,V10A,V10AA
V10AA03,yttrium (90Y) silicate colloid,7,V10AA,5,TRUE,V,V10,V10A,V10AA
V10AX01,phosphorous (32P) chromicphosphate colloid,7,V10AX,5,TRUE,V,V10,V10A,V10AX
